siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,quantifier-predicate,collection,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the collection family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,operand-free-action-precondition,primitive,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the primitive family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,operand-free-action-precondition,temporal,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the temporal family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,operand-free-action-precondition,business-domain,empty,,,,,,"the operand-free action-precondition category holds no authored expression, so no operator, function or accessor site can occur inside it",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,operand-free-action-precondition,collection,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the collection family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,choice-value-expression,primitive,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the primitive family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,choice-value-expression,temporal,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the temporal family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,choice-value-expression,business-domain,empty,,,,,,"the choice value production admits only string/number/true/false literals (eval-site enumeration, choice-value-expression derivation), so no operator, function, accessor or action occurs here and no catalog site can attach",,
op/PriceMinusPrice/qualifiercompatibility-1,QualifierCompatibility,PriceMinusPrice — price - price,Operands must have matching currency qualifiers,choice-value-expression,collection,empty,,,,,,"no operand or subject of `PriceMinusPrice — price - price` has a declared type in the collection family (its declared types are Price, Price), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-action-operand,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-action-operand,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-action-operand,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-action-operand,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,stateless-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,stateless-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,stateless-hook-action-operand,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,stateless-hook-action-operand,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,construction-row-action-operand,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,construction-row-action-operand,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,construction-row-action-operand,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,construction-row-action-operand,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-action-operand,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-action-operand,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-guard,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-guard,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-guard,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,transition-row-guard,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-guard,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-guard,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-guard,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-hook-guard,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,access-mode-guard,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,access-mode-guard,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,access-mode-guard,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,access-mode-guard,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,reject-message-interpolation,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,reject-message-interpolation,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,reject-message-interpolation,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,reject-message-interpolation,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-condition,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-condition,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-condition,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-condition,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-activation-guard,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-activation-guard,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-activation-guard,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,rule-activation-guard,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-ensure-condition,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-ensure-condition,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-ensure-condition,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,state-ensure-condition,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-ensure-condition,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-ensure-condition,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-ensure-condition,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,event-ensure-condition,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,ensure-activation-guard,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,ensure-activation-guard,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,ensure-activation-guard,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,ensure-activation-guard,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,constraint-rationale-interpolation,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,constraint-rationale-interpolation,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,constraint-rationale-interpolation,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,constraint-rationale-interpolation,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,computed-field-expression,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,computed-field-expression,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,computed-field-expression,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,computed-field-expression,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-default-value-expression,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-default-value-expression,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-default-value-expression,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-default-value-expression,collection,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the collection family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-modifier-value-expression,primitive,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the primitive family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
op/PriceTimesQuantity/qualifierchain-0,QualifierChain,PriceTimesQuantity — price * quantity,Price dimension must match quantity dimension,field-modifier-value-expression,temporal,empty,,,,,,"no operand or subject of `PriceTimesQuantity — price * quantity` has a declared type in the temporal family (its declared types are Price, Quantity), so no program can mint this requirement at a value of that family",,
