// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 1.09 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" --output "/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 8.93 sec and exited with 0
// ***** Done, took 00:00:10 (10.08 sec)   *****
// Found 10 benchmarks:
//   ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Add --job ShortRun --benchmarkId 0 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot   13: 65536 op, 366646.00 ns, 5.5946 ns/op
WorkloadPilot   14: 131072 op, 735083.00 ns, 5.6082 ns/op
WorkloadPilot   15: 262144 op, 1472055.00 ns, 5.6154 ns/op
WorkloadPilot   16: 524288 op, 2944766.00 ns, 5.6167 ns/op
WorkloadPilot   17: 1048576 op, 5880509.00 ns, 5.6081 ns/op
WorkloadPilot   18: 2097152 op, 11766378.00 ns, 5.6106 ns/op
WorkloadPilot   19: 4194304 op, 23471346.00 ns, 5.5960 ns/op
WorkloadPilot   20: 8388608 op, 46941971.00 ns, 5.5959 ns/op
WorkloadPilot   21: 16777216 op, 73535110.00 ns, 4.3830 ns/op
WorkloadPilot   22: 33554432 op, 120821071.00 ns, 3.6007 ns/op
WorkloadPilot   23: 67108864 op, 241626476.00 ns, 3.6005 ns/op
WorkloadPilot   24: 134217728 op, 483197347.00 ns, 3.6001 ns/op
WorkloadPilot   25: 268435456 op, 967068056.00 ns, 3.6026 ns/op

OverheadWarmup   1: 268435456 op, 411957898.00 ns, 1.5347 ns/op
OverheadWarmup   2: 268435456 op, 376466970.00 ns, 1.4024 ns/op
OverheadWarmup   3: 268435456 op, 376348390.00 ns, 1.4020 ns/op
OverheadWarmup   4: 268435456 op, 376368022.00 ns, 1.4021 ns/op
OverheadWarmup   5: 268435456 op, 376411187.00 ns, 1.4022 ns/op
OverheadWarmup   6: 268435456 op, 376298319.00 ns, 1.4018 ns/op
OverheadWarmup   7: 268435456 op, 376358048.00 ns, 1.4020 ns/op
OverheadWarmup   8: 268435456 op, 376345051.00 ns, 1.4020 ns/op

OverheadActual   1: 268435456 op, 376359051.00 ns, 1.4020 ns/op
OverheadActual   2: 268435456 op, 376457883.00 ns, 1.4024 ns/op
OverheadActual   3: 268435456 op, 376402215.00 ns, 1.4022 ns/op
OverheadActual   4: 268435456 op, 376506632.00 ns, 1.4026 ns/op
OverheadActual   5: 268435456 op, 376351138.00 ns, 1.4020 ns/op
OverheadActual   6: 268435456 op, 376419377.00 ns, 1.4023 ns/op
OverheadActual   7: 268435456 op, 376448673.00 ns, 1.4024 ns/op
OverheadActual   8: 268435456 op, 376428380.00 ns, 1.4023 ns/op
OverheadActual   9: 268435456 op, 376392988.00 ns, 1.4022 ns/op
OverheadActual  10: 268435456 op, 376266087.00 ns, 1.4017 ns/op
OverheadActual  11: 268435456 op, 376190099.00 ns, 1.4014 ns/op
OverheadActual  12: 268435456 op, 376384326.00 ns, 1.4021 ns/op
OverheadActual  13: 268435456 op, 376288512.00 ns, 1.4018 ns/op
OverheadActual  14: 268435456 op, 376401345.00 ns, 1.4022 ns/op
OverheadActual  15: 268435456 op, 376375216.00 ns, 1.4021 ns/op

WorkloadWarmup   1: 268435456 op, 967058579.00 ns, 3.6026 ns/op
WorkloadWarmup   2: 268435456 op, 967023621.00 ns, 3.6024 ns/op
WorkloadWarmup   3: 268435456 op, 967229579.00 ns, 3.6032 ns/op

// BeforeActualRun
WorkloadActual   1: 268435456 op, 966368224.00 ns, 3.6000 ns/op
WorkloadActual   2: 268435456 op, 966177169.00 ns, 3.5993 ns/op
WorkloadActual   3: 268435456 op, 966760957.00 ns, 3.6015 ns/op

// AfterActualRun
WorkloadResult   1: 268435456 op, 589975236.00 ns, 2.1978 ns/op
WorkloadResult   2: 268435456 op, 589784181.00 ns, 2.1971 ns/op
WorkloadResult   3: 268435456 op, 590367969.00 ns, 2.1993 ns/op
// GC:  0 0 0 0 268435456
// Threading:  0 0 268435456

// AfterAll
// Benchmark Process 249982 has exited with code 0.

Mean = 2.198 ns, StdErr = 0.001 ns (0.03%), N = 3, StdDev = 0.001 ns
Min = 2.197 ns, Q1 = 2.197 ns, Median = 2.198 ns, Q3 = 2.199 ns, Max = 2.199 ns
IQR = 0.001 ns, LowerFence = 2.196 ns, UpperFence = 2.200 ns
ConfidenceInterval = [2.178 ns; 2.218 ns] (CI 99.9%), Margin = 0.020 ns (0.92% of Mean)
Skewness = 0.21, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (20.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:35 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Ucum_Mul --job ShortRun --benchmarkId 8 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 97202.00 ns, 97.2020 us/op
WorkloadJitting  1: 1 op, 172291.00 ns, 172.2910 us/op

OverheadJitting  2: 16 op, 112001.00 ns, 7.0001 us/op
WorkloadJitting  2: 16 op, 112097.00 ns, 7.0061 us/op

WorkloadPilot    1: 16 op, 2752.00 ns, 172.0000 ns/op
WorkloadPilot    2: 32 op, 3728.00 ns, 116.5000 ns/op
WorkloadPilot    3: 64 op, 6608.00 ns, 103.2500 ns/op
WorkloadPilot    4: 128 op, 13009.00 ns, 101.6328 ns/op
WorkloadPilot    5: 256 op, 25456.00 ns, 99.4375 ns/op
WorkloadPilot    6: 512 op, 50353.00 ns, 98.3457 ns/op
WorkloadPilot    7: 1024 op, 100626.00 ns, 98.2676 ns/op
WorkloadPilot    8: 2048 op, 201012.00 ns, 98.1504 ns/op
WorkloadPilot    9: 4096 op, 402678.00 ns, 98.3101 ns/op
WorkloadPilot   10: 8192 op, 813725.00 ns, 99.3317 ns/op
WorkloadPilot   11: 16384 op, 1583832.00 ns, 96.6694 ns/op
WorkloadPilot   12: 32768 op, 3123248.00 ns, 95.3140 ns/op
WorkloadPilot   13: 65536 op, 6188672.00 ns, 94.4316 ns/op
WorkloadPilot   14: 131072 op, 12266206.00 ns, 93.5837 ns/op
WorkloadPilot   15: 262144 op, 24490043.00 ns, 93.4221 ns/op
WorkloadPilot   16: 524288 op, 48975558.00 ns, 93.4135 ns/op
WorkloadPilot   17: 1048576 op, 73038363.00 ns, 69.6548 ns/op
WorkloadPilot   18: 2097152 op, 95695482.00 ns, 45.6312 ns/op
WorkloadPilot   19: 4194304 op, 191424949.00 ns, 45.6393 ns/op
WorkloadPilot   20: 8388608 op, 382534437.00 ns, 45.6017 ns/op
WorkloadPilot   21: 16777216 op, 766045840.00 ns, 45.6599 ns/op

OverheadWarmup   1: 16777216 op, 28560458.00 ns, 1.7023 ns/op
OverheadWarmup   2: 16777216 op, 28549018.00 ns, 1.7017 ns/op
OverheadWarmup   3: 16777216 op, 28552362.00 ns, 1.7019 ns/op
OverheadWarmup   4: 16777216 op, 28564906.00 ns, 1.7026 ns/op
OverheadWarmup   5: 16777216 op, 28562026.00 ns, 1.7024 ns/op
OverheadWarmup   6: 16777216 op, 28510681.00 ns, 1.6994 ns/op
OverheadWarmup   7: 16777216 op, 28549002.00 ns, 1.7017 ns/op
OverheadWarmup   8: 16777216 op, 28533865.00 ns, 1.7008 ns/op

OverheadActual   1: 16777216 op, 28516009.00 ns, 1.6997 ns/op
OverheadActual   2: 16777216 op, 28508728.00 ns, 1.6993 ns/op
OverheadActual   3: 16777216 op, 28548281.00 ns, 1.7016 ns/op
OverheadActual   4: 16777216 op, 28541337.00 ns, 1.7012 ns/op
OverheadActual   5: 16777216 op, 28527689.00 ns, 1.7004 ns/op
OverheadActual   6: 16777216 op, 28535610.00 ns, 1.7009 ns/op
OverheadActual   7: 16777216 op, 28545834.00 ns, 1.7015 ns/op
OverheadActual   8: 16777216 op, 28539593.00 ns, 1.7011 ns/op
OverheadActual   9: 16777216 op, 27749197.00 ns, 1.6540 ns/op
OverheadActual  10: 16777216 op, 24495946.00 ns, 1.4601 ns/op
OverheadActual  11: 16777216 op, 24497275.00 ns, 1.4602 ns/op
OverheadActual  12: 16777216 op, 24486906.00 ns, 1.4595 ns/op
OverheadActual  13: 16777216 op, 23951043.00 ns, 1.4276 ns/op
OverheadActual  14: 16777216 op, 24499675.00 ns, 1.4603 ns/op
OverheadActual  15: 16777216 op, 24322856.00 ns, 1.4498 ns/op
OverheadActual  16: 16777216 op, 24497019.00 ns, 1.4601 ns/op
OverheadActual  17: 16777216 op, 24509195.00 ns, 1.4609 ns/op
OverheadActual  18: 16777216 op, 24495995.00 ns, 1.4601 ns/op
OverheadActual  19: 16777216 op, 24510635.00 ns, 1.4609 ns/op
OverheadActual  20: 16777216 op, 24544060.00 ns, 1.4629 ns/op

WorkloadWarmup   1: 16777216 op, 766427702.00 ns, 45.6827 ns/op
WorkloadWarmup   2: 16777216 op, 766270829.00 ns, 45.6733 ns/op
WorkloadWarmup   3: 16777216 op, 765510745.00 ns, 45.6280 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 765542272.00 ns, 45.6299 ns/op
WorkloadActual   2: 16777216 op, 764940527.00 ns, 45.5940 ns/op
WorkloadActual   3: 16777216 op, 765416047.00 ns, 45.6224 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 741014924.50 ns, 44.1679 ns/op
WorkloadResult   2: 16777216 op, 740413179.50 ns, 44.1321 ns/op
WorkloadResult   3: 16777216 op, 740888699.50 ns, 44.1604 ns/op
// GC:  0 0 0 0 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 250121 has exited with code 0.

Mean = 44.153 ns, StdErr = 0.011 ns (0.02%), N = 3, StdDev = 0.019 ns
Min = 44.132 ns, Q1 = 44.146 ns, Median = 44.160 ns, Q3 = 44.164 ns, Max = 44.168 ns
IQR = 0.018 ns, LowerFence = 44.119 ns, UpperFence = 44.191 ns
ConfidenceInterval = [43.808 ns; 44.499 ns] (CI 99.9%), Margin = 0.345 ns (0.78% of Mean)
Skewness = -0.32, Kurtosis = 0.67, MValue = 2

// ** Remained 1 (10.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:35 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Rat_Mul --job ShortRun --benchmarkId 9 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 87954.00 ns, 87.9540 us/op
WorkloadJitting  1: 1 op, 159811.00 ns, 159.8110 us/op

OverheadJitting  2: 16 op, 109825.00 ns, 6.8641 us/op
WorkloadJitting  2: 16 op, 108577.00 ns, 6.7861 us/op

WorkloadPilot    1: 16 op, 2160.00 ns, 135.0000 ns/op
WorkloadPilot    2: 32 op, 1696.00 ns, 53.0000 ns/op
WorkloadPilot    3: 64 op, 2864.00 ns, 44.7500 ns/op
WorkloadPilot    4: 128 op, 5536.00 ns, 43.2500 ns/op
WorkloadPilot    5: 256 op, 10817.00 ns, 42.2539 ns/op
WorkloadPilot    6: 512 op, 21392.00 ns, 41.7813 ns/op
WorkloadPilot    7: 1024 op, 42529.00 ns, 41.5322 ns/op
WorkloadPilot    8: 2048 op, 84850.00 ns, 41.4307 ns/op
WorkloadPilot    9: 4096 op, 169427.00 ns, 41.3640 ns/op
WorkloadPilot   10: 8192 op, 340837.00 ns, 41.6061 ns/op
WorkloadPilot   11: 16384 op, 676443.00 ns, 41.2868 ns/op
WorkloadPilot   12: 32768 op, 1357045.00 ns, 41.4137 ns/op
WorkloadPilot   13: 65536 op, 2708106.00 ns, 41.3224 ns/op
WorkloadPilot   14: 131072 op, 5526469.00 ns, 42.1636 ns/op
WorkloadPilot   15: 262144 op, 11150876.00 ns, 42.5372 ns/op
WorkloadPilot   16: 524288 op, 22281543.00 ns, 42.4987 ns/op
WorkloadPilot   17: 1048576 op, 44402331.00 ns, 42.3454 ns/op
WorkloadPilot   18: 2097152 op, 59175406.00 ns, 28.2170 ns/op
WorkloadPilot   19: 4194304 op, 80425765.00 ns, 19.1750 ns/op
WorkloadPilot   20: 8388608 op, 102935295.00 ns, 12.2708 ns/op
WorkloadPilot   21: 16777216 op, 205806861.00 ns, 12.2670 ns/op
WorkloadPilot   22: 33554432 op, 411729484.00 ns, 12.2705 ns/op
WorkloadPilot   23: 67108864 op, 823564976.00 ns, 12.2721 ns/op

OverheadWarmup   1: 67108864 op, 114114218.00 ns, 1.7004 ns/op
OverheadWarmup   2: 67108864 op, 108883000.00 ns, 1.6225 ns/op
OverheadWarmup   3: 67108864 op, 94117221.00 ns, 1.4025 ns/op
OverheadWarmup   4: 67108864 op, 94136165.00 ns, 1.4027 ns/op
OverheadWarmup   5: 67108864 op, 94194166.00 ns, 1.4036 ns/op
OverheadWarmup   6: 67108864 op, 94149781.00 ns, 1.4029 ns/op
OverheadWarmup   7: 67108864 op, 94099589.00 ns, 1.4022 ns/op
OverheadWarmup   8: 67108864 op, 94132981.00 ns, 1.4027 ns/op
OverheadWarmup   9: 67108864 op, 94108485.00 ns, 1.4023 ns/op

OverheadActual   1: 67108864 op, 94145670.00 ns, 1.4029 ns/op
OverheadActual   2: 67108864 op, 94084773.00 ns, 1.4020 ns/op
OverheadActual   3: 67108864 op, 94055747.00 ns, 1.4015 ns/op
OverheadActual   4: 67108864 op, 94117764.00 ns, 1.4025 ns/op
OverheadActual   5: 67108864 op, 94101603.00 ns, 1.4022 ns/op
OverheadActual   6: 67108864 op, 94110499.00 ns, 1.4024 ns/op
OverheadActual   7: 67108864 op, 94151924.00 ns, 1.4030 ns/op
OverheadActual   8: 67108864 op, 94155749.00 ns, 1.4030 ns/op
OverheadActual   9: 67108864 op, 94100500.00 ns, 1.4022 ns/op
OverheadActual  10: 67108864 op, 94079828.00 ns, 1.4019 ns/op
OverheadActual  11: 67108864 op, 94146820.00 ns, 1.4029 ns/op
OverheadActual  12: 67108864 op, 94133044.00 ns, 1.4027 ns/op
OverheadActual  13: 67108864 op, 94105667.00 ns, 1.4023 ns/op
OverheadActual  14: 67108864 op, 94084834.00 ns, 1.4020 ns/op
OverheadActual  15: 67108864 op, 94130242.00 ns, 1.4026 ns/op

WorkloadWarmup   1: 67108864 op, 824713264.00 ns, 12.2892 ns/op
WorkloadWarmup   2: 67108864 op, 824382160.00 ns, 12.2843 ns/op
WorkloadWarmup   3: 67108864 op, 824133923.00 ns, 12.2806 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 823753493.00 ns, 12.2749 ns/op
WorkloadActual   2: 67108864 op, 823798364.00 ns, 12.2756 ns/op
WorkloadActual   3: 67108864 op, 823683442.00 ns, 12.2738 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 729642994.00 ns, 10.8725 ns/op
WorkloadResult   2: 67108864 op, 729687865.00 ns, 10.8732 ns/op
WorkloadResult   3: 67108864 op, 729572943.00 ns, 10.8715 ns/op
// GC:  0 0 0 0 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 250195 has exited with code 0.

Mean = 10.872 ns, StdErr = 0.000 ns (0.00%), N = 3, StdDev = 0.001 ns
Min = 10.871 ns, Q1 = 10.872 ns, Median = 10.873 ns, Q3 = 10.873 ns, Max = 10.873 ns
IQR = 0.001 ns, LowerFence = 10.871 ns, UpperFence = 10.874 ns
ConfidenceInterval = [10.857 ns; 10.888 ns] (CI 99.9%), Margin = 0.016 ns (0.14% of Mean)
Skewness = -0.14, Kurtosis = 0.67, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:35 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/Precept.Bench.ArithmeticBench-report.csv
  BenchmarkDotNet.Artifacts/results/Precept.Bench.ArithmeticBench-report-github.md
  BenchmarkDotNet.Artifacts/results/Precept.Bench.ArithmeticBench-report.html

// * Detailed results *
ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 2.825 ns, StdErr = 0.002 ns (0.08%), N = 3, StdDev = 0.004 ns
Min = 2.820 ns, Q1 = 2.823 ns, Median = 2.826 ns, Q3 = 2.827 ns, Max = 2.828 ns
IQR = 0.004 ns, LowerFence = 2.818 ns, UpperFence = 2.832 ns
ConfidenceInterval = [2.755 ns; 2.894 ns] (CI 99.9%), Margin = 0.070 ns (2.47% of Mean)
Skewness = -0.35, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[2.817 ns ; 2.831 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 13.893 ns, StdErr = 0.008 ns (0.05%), N = 3, StdDev = 0.013 ns
Min = 13.878 ns, Q1 = 13.888 ns, Median = 13.898 ns, Q3 = 13.900 ns, Max = 13.903 ns
IQR = 0.012 ns, LowerFence = 13.869 ns, UpperFence = 13.919 ns
ConfidenceInterval = [13.653 ns; 14.133 ns] (CI 99.9%), Margin = 0.240 ns (1.73% of Mean)
Skewness = -0.33, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[13.866 ns ; 13.915 ns) | @@@
---------------------------------------------------

ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 39.270 ns, StdErr = 0.002 ns (0.01%), N = 3, StdDev = 0.004 ns
Min = 39.268 ns, Q1 = 39.268 ns, Median = 39.269 ns, Q3 = 39.272 ns, Max = 39.274 ns
IQR = 0.003 ns, LowerFence = 39.263 ns, UpperFence = 39.277 ns
ConfidenceInterval = [39.206 ns; 39.334 ns] (CI 99.9%), Margin = 0.064 ns (0.16% of Mean)
Skewness = 0.34, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[39.265 ns ; 39.278 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 223.830 ns, StdErr = 0.282 ns (0.13%), N = 3, StdDev = 0.489 ns
Min = 223.484 ns, Q1 = 223.550 ns, Median = 223.616 ns, Q3 = 224.003 ns, Max = 224.389 ns
IQR = 0.453 ns, LowerFence = 222.871 ns, UpperFence = 224.681 ns
ConfidenceInterval = [214.908 ns; 232.752 ns] (CI 99.9%), Margin = 8.922 ns (3.99% of Mean)
Skewness = 0.35, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[223.039 ns ; 224.835 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 12.187 ns, StdErr = 0.002 ns (0.02%), N = 3, StdDev = 0.003 ns
Min = 12.184 ns, Q1 = 12.185 ns, Median = 12.186 ns, Q3 = 12.188 ns, Max = 12.191 ns
IQR = 0.003 ns, LowerFence = 12.181 ns, UpperFence = 12.193 ns
ConfidenceInterval = [12.129 ns; 12.245 ns] (CI 99.9%), Margin = 0.058 ns (0.48% of Mean)
Skewness = 0.22, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[12.181 ns ; 12.194 ns) | @@@
---------------------------------------------------

ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 14.877 ns, StdErr = 0.113 ns (0.76%), N = 3, StdDev = 0.196 ns
Min = 14.650 ns, Q1 = 14.819 ns, Median = 14.988 ns, Q3 = 14.990 ns, Max = 14.992 ns
IQR = 0.171 ns, LowerFence = 14.563 ns, UpperFence = 15.246 ns
ConfidenceInterval = [11.297 ns; 18.456 ns] (CI 99.9%), Margin = 3.579 ns (24.06% of Mean)
Skewness = -0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[14.643 ns ; 15.000 ns) | @@@
---------------------------------------------------

ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 45.630 ns, StdErr = 0.016 ns (0.03%), N = 3, StdDev = 0.027 ns
Min = 45.615 ns, Q1 = 45.615 ns, Median = 45.615 ns, Q3 = 45.638 ns, Max = 45.662 ns
IQR = 0.023 ns, LowerFence = 45.580 ns, UpperFence = 45.673 ns
ConfidenceInterval = [45.137 ns; 46.123 ns] (CI 99.9%), Margin = 0.493 ns (1.08% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[45.614 ns ; 45.663 ns) | @@@
---------------------------------------------------

ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 2.198 ns, StdErr = 0.001 ns (0.03%), N = 3, StdDev = 0.001 ns
Min = 2.197 ns, Q1 = 2.197 ns, Median = 2.198 ns, Q3 = 2.199 ns, Max = 2.199 ns
IQR = 0.001 ns, LowerFence = 2.196 ns, UpperFence = 2.200 ns
ConfidenceInterval = [2.178 ns; 2.218 ns] (CI 99.9%), Margin = 0.020 ns (0.92% of Mean)
Skewness = 0.21, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[2.196 ns ; 2.200 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 10.872 ns, StdErr = 0.000 ns (0.00%), N = 3, StdDev = 0.001 ns
Min = 10.871 ns, Q1 = 10.872 ns, Median = 10.873 ns, Q3 = 10.873 ns, Max = 10.873 ns
IQR = 0.001 ns, LowerFence = 10.871 ns, UpperFence = 10.874 ns
ConfidenceInterval = [10.857 ns; 10.888 ns] (CI 99.9%), Margin = 0.016 ns (0.14% of Mean)
Skewness = -0.14, Kurtosis = 0.67, MValue = 2
