// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 10 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 1.23 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/" /p:OutDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/publish/" --output "/home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0/" in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1
// command took 8.73 sec and exited with 0
// ***** Done, took 00:00:10 (10.03 sec)   *****
// Found 10 benchmarks:
//   ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Dec_Add --job ShortRun --benchmarkId 0 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot    3: 64 op, 384.00 ns, 6.0000 ns/op
WorkloadPilot    4: 128 op, 736.00 ns, 5.7500 ns/op
WorkloadPilot    5: 256 op, 1440.00 ns, 5.6250 ns/op
WorkloadPilot    6: 512 op, 2896.00 ns, 5.6563 ns/op
WorkloadPilot    7: 1024 op, 5776.00 ns, 5.6406 ns/op
WorkloadPilot    8: 2048 op, 11441.00 ns, 5.5864 ns/op
WorkloadPilot    9: 4096 op, 22928.00 ns, 5.5977 ns/op
WorkloadPilot   10: 8192 op, 47393.00 ns, 5.7853 ns/op
WorkloadPilot   11: 16384 op, 91554.00 ns, 5.5880 ns/op
WorkloadPilot   12: 32768 op, 182916.00 ns, 5.5822 ns/op
WorkloadPilot   13: 65536 op, 365382.00 ns, 5.5753 ns/op
WorkloadPilot   14: 131072 op, 733261.00 ns, 5.5943 ns/op
WorkloadPilot   15: 262144 op, 1467818.00 ns, 5.5993 ns/op
WorkloadPilot   16: 524288 op, 2938852.00 ns, 5.6054 ns/op
WorkloadPilot   17: 1048576 op, 5862614.00 ns, 5.5910 ns/op
WorkloadPilot   18: 2097152 op, 11720846.00 ns, 5.5889 ns/op
WorkloadPilot   19: 4194304 op, 23455276.00 ns, 5.5922 ns/op
WorkloadPilot   20: 8388608 op, 46895895.00 ns, 5.5904 ns/op
WorkloadPilot   21: 16777216 op, 81074782.00 ns, 4.8324 ns/op
WorkloadPilot   22: 33554432 op, 151309486.00 ns, 4.5094 ns/op
WorkloadPilot   23: 67108864 op, 302354214.00 ns, 4.5054 ns/op
WorkloadPilot   24: 134217728 op, 604810406.00 ns, 4.5062 ns/op

OverheadWarmup   1: 134217728 op, 223469644.00 ns, 1.6650 ns/op
OverheadWarmup   2: 134217728 op, 187789192.00 ns, 1.3991 ns/op
OverheadWarmup   3: 134217728 op, 187871721.00 ns, 1.3998 ns/op
OverheadWarmup   4: 134217728 op, 187950314.00 ns, 1.4003 ns/op
OverheadWarmup   5: 134217728 op, 187833000.00 ns, 1.3995 ns/op
OverheadWarmup   6: 134217728 op, 187853193.00 ns, 1.3996 ns/op
OverheadWarmup   7: 134217728 op, 187682644.00 ns, 1.3983 ns/op

OverheadActual   1: 134217728 op, 187678866.00 ns, 1.3983 ns/op
OverheadActual   2: 134217728 op, 187781636.00 ns, 1.3991 ns/op
OverheadActual   3: 134217728 op, 187864629.00 ns, 1.3997 ns/op
OverheadActual   4: 134217728 op, 187968519.00 ns, 1.4005 ns/op
OverheadActual   5: 134217728 op, 187795843.00 ns, 1.3992 ns/op
OverheadActual   6: 134217728 op, 187764160.00 ns, 1.3990 ns/op
OverheadActual   7: 134217728 op, 187707311.00 ns, 1.3985 ns/op
OverheadActual   8: 134217728 op, 187842097.00 ns, 1.3995 ns/op
OverheadActual   9: 134217728 op, 187742400.00 ns, 1.3988 ns/op
OverheadActual  10: 134217728 op, 187999125.00 ns, 1.4007 ns/op
OverheadActual  11: 134217728 op, 187845439.00 ns, 1.3996 ns/op
OverheadActual  12: 134217728 op, 187793309.00 ns, 1.3992 ns/op
OverheadActual  13: 134217728 op, 187827662.00 ns, 1.3994 ns/op
OverheadActual  14: 134217728 op, 187809390.00 ns, 1.3993 ns/op
OverheadActual  15: 134217728 op, 187931056.00 ns, 1.4002 ns/op

WorkloadWarmup   1: 134217728 op, 604541437.00 ns, 4.5042 ns/op
WorkloadWarmup   2: 134217728 op, 604805165.00 ns, 4.5061 ns/op
WorkloadWarmup   3: 134217728 op, 604707780.00 ns, 4.5054 ns/op

// BeforeActualRun
WorkloadActual   1: 134217728 op, 604769614.00 ns, 4.5059 ns/op
WorkloadActual   2: 134217728 op, 604593048.00 ns, 4.5046 ns/op
WorkloadActual   3: 134217728 op, 604414122.00 ns, 4.5032 ns/op

// AfterActualRun
WorkloadResult   1: 134217728 op, 416960224.00 ns, 3.1066 ns/op
WorkloadResult   2: 134217728 op, 416783658.00 ns, 3.1053 ns/op
WorkloadResult   3: 134217728 op, 416604732.00 ns, 3.1039 ns/op
// GC:  0 0 0 0 134217728
// Threading:  0 0 134217728

// AfterAll
// Benchmark Process 248405 has exited with code 0.

Mean = 3.105 ns, StdErr = 0.001 ns (0.02%), N = 3, StdDev = 0.001 ns
Min = 3.104 ns, Q1 = 3.105 ns, Median = 3.105 ns, Q3 = 3.106 ns, Max = 3.107 ns
IQR = 0.001 ns, LowerFence = 3.103 ns, UpperFence = 3.108 ns
ConfidenceInterval = [3.081 ns; 3.129 ns] (CI 99.9%), Margin = 0.024 ns (0.78% of Mean)
Skewness = -0, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (20.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:33 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Ucum_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Ucum_Mul --job ShortRun --benchmarkId 8 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 99410.00 ns, 99.4100 us/op
WorkloadJitting  1: 1 op, 211044.00 ns, 211.0440 us/op

OverheadJitting  2: 16 op, 121139.00 ns, 7.5712 us/op
WorkloadJitting  2: 16 op, 114706.00 ns, 7.1691 us/op

WorkloadPilot    1: 16 op, 3632.00 ns, 227.0000 ns/op
WorkloadPilot    2: 32 op, 3824.00 ns, 119.5000 ns/op
WorkloadPilot    3: 64 op, 6784.00 ns, 106.0000 ns/op
WorkloadPilot    4: 128 op, 12928.00 ns, 101.0000 ns/op
WorkloadPilot    5: 256 op, 25376.00 ns, 99.1250 ns/op
WorkloadPilot    6: 512 op, 50369.00 ns, 98.3770 ns/op
WorkloadPilot    7: 1024 op, 100610.00 ns, 98.2520 ns/op
WorkloadPilot    8: 2048 op, 199748.00 ns, 97.5332 ns/op
WorkloadPilot    9: 4096 op, 415991.00 ns, 101.5603 ns/op
WorkloadPilot   10: 8192 op, 789886.00 ns, 96.4216 ns/op
WorkloadPilot   11: 16384 op, 1546203.00 ns, 94.3727 ns/op
WorkloadPilot   12: 32768 op, 3092870.00 ns, 94.3869 ns/op
WorkloadPilot   13: 65536 op, 6141306.00 ns, 93.7089 ns/op
WorkloadPilot   14: 131072 op, 12243620.00 ns, 93.4114 ns/op
WorkloadPilot   15: 262144 op, 24448441.00 ns, 93.2634 ns/op
WorkloadPilot   16: 524288 op, 48904977.00 ns, 93.2788 ns/op
WorkloadPilot   17: 1048576 op, 65735110.00 ns, 62.6899 ns/op
WorkloadPilot   18: 2097152 op, 98050487.00 ns, 46.7541 ns/op
WorkloadPilot   19: 4194304 op, 195971867.00 ns, 46.7233 ns/op
WorkloadPilot   20: 8388608 op, 392003717.00 ns, 46.7305 ns/op
WorkloadPilot   21: 16777216 op, 783610729.00 ns, 46.7068 ns/op

OverheadWarmup   1: 16777216 op, 28528750.00 ns, 1.7004 ns/op
OverheadWarmup   2: 16777216 op, 28515550.00 ns, 1.6997 ns/op
OverheadWarmup   3: 16777216 op, 28508911.00 ns, 1.6993 ns/op
OverheadWarmup   4: 16777216 op, 28533791.00 ns, 1.7007 ns/op
OverheadWarmup   5: 16777216 op, 28523534.00 ns, 1.7001 ns/op
OverheadWarmup   6: 16777216 op, 28518750.00 ns, 1.6998 ns/op
OverheadWarmup   7: 16777216 op, 28545534.00 ns, 1.7014 ns/op
OverheadWarmup   8: 16777216 op, 28518654.00 ns, 1.6998 ns/op

OverheadActual   1: 16777216 op, 28514414.00 ns, 1.6996 ns/op
OverheadActual   2: 16777216 op, 28526991.00 ns, 1.7003 ns/op
OverheadActual   3: 16777216 op, 28518190.00 ns, 1.6998 ns/op
OverheadActual   4: 16777216 op, 28535023.00 ns, 1.7008 ns/op
OverheadActual   5: 16777216 op, 28549935.00 ns, 1.7017 ns/op
OverheadActual   6: 16777216 op, 28528958.00 ns, 1.7005 ns/op
OverheadActual   7: 16777216 op, 28566095.00 ns, 1.7027 ns/op
OverheadActual   8: 16777216 op, 28533118.00 ns, 1.7007 ns/op
OverheadActual   9: 16777216 op, 27318714.00 ns, 1.6283 ns/op
OverheadActual  10: 16777216 op, 24468536.00 ns, 1.4584 ns/op
OverheadActual  11: 16777216 op, 24484568.00 ns, 1.4594 ns/op
OverheadActual  12: 16777216 op, 24465368.00 ns, 1.4582 ns/op
OverheadActual  13: 16777216 op, 24478168.00 ns, 1.4590 ns/op
OverheadActual  14: 16777216 op, 24485784.00 ns, 1.4595 ns/op
OverheadActual  15: 16777216 op, 24479256.00 ns, 1.4591 ns/op
OverheadActual  16: 16777216 op, 24461655.00 ns, 1.4580 ns/op
OverheadActual  17: 16777216 op, 24455015.00 ns, 1.4576 ns/op
OverheadActual  18: 16777216 op, 24467080.00 ns, 1.4584 ns/op
OverheadActual  19: 16777216 op, 24495289.00 ns, 1.4600 ns/op
OverheadActual  20: 16777216 op, 24473400.00 ns, 1.4587 ns/op

WorkloadWarmup   1: 16777216 op, 783460209.00 ns, 46.6979 ns/op
WorkloadWarmup   2: 16777216 op, 784150787.00 ns, 46.7390 ns/op
WorkloadWarmup   3: 16777216 op, 784038391.00 ns, 46.7323 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 784342431.00 ns, 46.7505 ns/op
WorkloadActual   2: 16777216 op, 786073363.00 ns, 46.8536 ns/op
WorkloadActual   3: 16777216 op, 784069046.00 ns, 46.7342 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 759851894.50 ns, 45.2907 ns/op
WorkloadResult   2: 16777216 op, 761582826.50 ns, 45.3939 ns/op
WorkloadResult   3: 16777216 op, 759578509.50 ns, 45.2744 ns/op
// GC:  0 0 0 0 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 248565 has exited with code 0.

Mean = 45.320 ns, StdErr = 0.037 ns (0.08%), N = 3, StdDev = 0.065 ns
Min = 45.274 ns, Q1 = 45.283 ns, Median = 45.291 ns, Q3 = 45.342 ns, Max = 45.394 ns
IQR = 0.060 ns, LowerFence = 45.193 ns, UpperFence = 45.432 ns
ConfidenceInterval = [44.138 ns; 46.502 ns] (CI 99.9%), Margin = 1.182 ns (2.61% of Mean)
Skewness = 0.36, Kurtosis = 0.67, MValue = 2

// ** Remained 1 (10.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:33 (0h 0m from now) **
// **************************
// Benchmark: ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Precept.Bench-ShortRun-1.dll --anonymousPipes 108 109 --benchmarkName Precept.Bench.ArithmeticBench.Rat_Mul --job ShortRun --benchmarkId 9 in /home/sfalik/source/repos/Precept/tools/Precept.Bench/bin/Release/net10.0/Precept.Bench-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD
// GC=Concurrent Workstation
// HardwareIntrinsics=AdvSIMD,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 136690.00 ns, 136.6900 us/op
WorkloadJitting  1: 1 op, 188259.00 ns, 188.2590 us/op

OverheadJitting  2: 16 op, 118130.00 ns, 7.3831 us/op
WorkloadJitting  2: 16 op, 111698.00 ns, 6.9811 us/op

WorkloadPilot    1: 16 op, 2368.00 ns, 148.0000 ns/op
WorkloadPilot    2: 32 op, 2080.00 ns, 65.0000 ns/op
WorkloadPilot    3: 64 op, 2992.00 ns, 46.7500 ns/op
WorkloadPilot    4: 128 op, 5632.00 ns, 44.0000 ns/op
WorkloadPilot    5: 256 op, 11136.00 ns, 43.5000 ns/op
WorkloadPilot    6: 512 op, 21920.00 ns, 42.8125 ns/op
WorkloadPilot    7: 1024 op, 43505.00 ns, 42.4854 ns/op
WorkloadPilot    8: 2048 op, 86498.00 ns, 42.2354 ns/op
WorkloadPilot    9: 4096 op, 173619.00 ns, 42.3875 ns/op
WorkloadPilot   10: 8192 op, 347494.00 ns, 42.4187 ns/op
WorkloadPilot   11: 16384 op, 695276.00 ns, 42.4363 ns/op
WorkloadPilot   12: 32768 op, 1391496.00 ns, 42.4651 ns/op
WorkloadPilot   13: 65536 op, 2805504.00 ns, 42.8086 ns/op
WorkloadPilot   14: 131072 op, 5575872.00 ns, 42.5405 ns/op
WorkloadPilot   15: 262144 op, 11111599.00 ns, 42.3874 ns/op
WorkloadPilot   16: 524288 op, 22084908.00 ns, 42.1236 ns/op
WorkloadPilot   17: 1048576 op, 44184585.00 ns, 42.1377 ns/op
WorkloadPilot   18: 2097152 op, 68497676.00 ns, 32.6622 ns/op
WorkloadPilot   19: 4194304 op, 84718099.00 ns, 20.1984 ns/op
WorkloadPilot   20: 8388608 op, 103483879.00 ns, 12.3362 ns/op
WorkloadPilot   21: 16777216 op, 205838202.00 ns, 12.2689 ns/op
WorkloadPilot   22: 33554432 op, 411614142.00 ns, 12.2671 ns/op
WorkloadPilot   23: 67108864 op, 823457881.00 ns, 12.2705 ns/op

OverheadWarmup   1: 67108864 op, 114039384.00 ns, 1.6993 ns/op
OverheadWarmup   2: 67108864 op, 109164932.00 ns, 1.6267 ns/op
OverheadWarmup   3: 67108864 op, 94072865.00 ns, 1.4018 ns/op
OverheadWarmup   4: 67108864 op, 94054369.00 ns, 1.4015 ns/op
OverheadWarmup   5: 67108864 op, 94076161.00 ns, 1.4018 ns/op
OverheadWarmup   6: 67108864 op, 94070465.00 ns, 1.4018 ns/op
OverheadWarmup   7: 67108864 op, 94073937.00 ns, 1.4018 ns/op
OverheadWarmup   8: 67108864 op, 94046241.00 ns, 1.4014 ns/op

OverheadActual   1: 67108864 op, 94159666.00 ns, 1.4031 ns/op
OverheadActual   2: 67108864 op, 94069488.00 ns, 1.4017 ns/op
OverheadActual   3: 67108864 op, 94072783.00 ns, 1.4018 ns/op
OverheadActual   4: 67108864 op, 94099792.00 ns, 1.4022 ns/op
OverheadActual   5: 67108864 op, 94175457.00 ns, 1.4033 ns/op
OverheadActual   6: 67108864 op, 94081456.00 ns, 1.4019 ns/op
OverheadActual   7: 67108864 op, 94160353.00 ns, 1.4031 ns/op
OverheadActual   8: 67108864 op, 94133009.00 ns, 1.4027 ns/op
OverheadActual   9: 67108864 op, 94097200.00 ns, 1.4022 ns/op
OverheadActual  10: 67108864 op, 94062783.00 ns, 1.4016 ns/op
OverheadActual  11: 67108864 op, 94081247.00 ns, 1.4019 ns/op
OverheadActual  12: 67108864 op, 94155985.00 ns, 1.4030 ns/op
OverheadActual  13: 67108864 op, 94065518.00 ns, 1.4017 ns/op
OverheadActual  14: 67108864 op, 96962304.00 ns, 1.4449 ns/op
OverheadActual  15: 67108864 op, 94116350.00 ns, 1.4024 ns/op

WorkloadWarmup   1: 67108864 op, 823554736.00 ns, 12.2719 ns/op
WorkloadWarmup   2: 67108864 op, 823884329.00 ns, 12.2768 ns/op
WorkloadWarmup   3: 67108864 op, 823940637.00 ns, 12.2777 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 824741503.00 ns, 12.2896 ns/op
WorkloadActual   2: 67108864 op, 824501760.00 ns, 12.2860 ns/op
WorkloadActual   3: 67108864 op, 824126751.00 ns, 12.2804 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 730641711.00 ns, 10.8874 ns/op
WorkloadResult   2: 67108864 op, 730401968.00 ns, 10.8838 ns/op
WorkloadResult   3: 67108864 op, 730026959.00 ns, 10.8782 ns/op
// GC:  0 0 0 0 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 248722 has exited with code 0.

Mean = 10.883 ns, StdErr = 0.003 ns (0.02%), N = 3, StdDev = 0.005 ns
Min = 10.878 ns, Q1 = 10.881 ns, Median = 10.884 ns, Q3 = 10.886 ns, Max = 10.887 ns
IQR = 0.005 ns, LowerFence = 10.874 ns, UpperFence = 10.892 ns
ConfidenceInterval = [10.799 ns; 10.967 ns] (CI 99.9%), Margin = 0.084 ns (0.77% of Mean)
Skewness = -0.14, Kurtosis = 0.67, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-06-15 20:33 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/Precept.Bench.ArithmeticBench-report.csv
  BenchmarkDotNet.Artifacts/results/Precept.Bench.ArithmeticBench-report-github.md
  BenchmarkDotNet.Artifacts/results/Precept.Bench.ArithmeticBench-report.html

// * Detailed results *
ArithmeticBench.Dec_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 2.763 ns, StdErr = 0.001 ns (0.05%), N = 3, StdDev = 0.002 ns
Min = 2.762 ns, Q1 = 2.762 ns, Median = 2.762 ns, Q3 = 2.764 ns, Max = 2.766 ns
IQR = 0.002 ns, LowerFence = 2.759 ns, UpperFence = 2.767 ns
ConfidenceInterval = [2.722 ns; 2.804 ns] (CI 99.9%), Margin = 0.041 ns (1.49% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[2.762 ns ; 2.766 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Add: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 13.892 ns, StdErr = 0.007 ns (0.05%), N = 3, StdDev = 0.011 ns
Min = 13.880 ns, Q1 = 13.887 ns, Median = 13.893 ns, Q3 = 13.898 ns, Max = 13.903 ns
IQR = 0.011 ns, LowerFence = 13.869 ns, UpperFence = 13.915 ns
ConfidenceInterval = [13.683 ns; 14.101 ns] (CI 99.9%), Margin = 0.209 ns (1.51% of Mean)
Skewness = -0.05, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[13.870 ns ; 13.914 ns) | @@@
---------------------------------------------------

ArithmeticBench.Dec_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 39.529 ns, StdErr = 0.006 ns (0.01%), N = 3, StdDev = 0.010 ns
Min = 39.523 ns, Q1 = 39.523 ns, Median = 39.523 ns, Q3 = 39.532 ns, Max = 39.541 ns
IQR = 0.009 ns, LowerFence = 39.510 ns, UpperFence = 39.545 ns
ConfidenceInterval = [39.344 ns; 39.714 ns] (CI 99.9%), Margin = 0.185 ns (0.47% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[39.523 ns ; 39.541 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Chain: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 223.966 ns, StdErr = 0.489 ns (0.22%), N = 3, StdDev = 0.847 ns
Min = 223.469 ns, Q1 = 223.477 ns, Median = 223.486 ns, Q3 = 224.215 ns, Max = 224.944 ns
IQR = 0.738 ns, LowerFence = 222.371 ns, UpperFence = 225.321 ns
ConfidenceInterval = [208.513 ns; 239.420 ns] (CI 99.9%), Margin = 15.454 ns (6.90% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[223.436 ns ; 224.978 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 12.191 ns, StdErr = 0.001 ns (0.01%), N = 3, StdDev = 0.001 ns
Min = 12.190 ns, Q1 = 12.191 ns, Median = 12.191 ns, Q3 = 12.192 ns, Max = 12.193 ns
IQR = 0.001 ns, LowerFence = 12.189 ns, UpperFence = 12.194 ns
ConfidenceInterval = [12.168 ns; 12.215 ns] (CI 99.9%), Margin = 0.023 ns (0.19% of Mean)
Skewness = 0.21, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[12.189 ns ; 12.194 ns) | @@@
---------------------------------------------------

ArithmeticBench.Dec_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 14.961 ns, StdErr = 0.049 ns (0.33%), N = 3, StdDev = 0.085 ns
Min = 14.863 ns, Q1 = 14.933 ns, Median = 15.003 ns, Q3 = 15.010 ns, Max = 15.018 ns
IQR = 0.077 ns, LowerFence = 14.817 ns, UpperFence = 15.126 ns
ConfidenceInterval = [13.402 ns; 16.520 ns] (CI 99.9%), Margin = 1.559 ns (10.42% of Mean)
Skewness = -0.37, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[14.862 ns ; 15.018 ns) | @@@
---------------------------------------------------

ArithmeticBench.Ucum_Div: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 45.699 ns, StdErr = 0.017 ns (0.04%), N = 3, StdDev = 0.030 ns
Min = 45.668 ns, Q1 = 45.684 ns, Median = 45.700 ns, Q3 = 45.714 ns, Max = 45.728 ns
IQR = 0.030 ns, LowerFence = 45.640 ns, UpperFence = 45.758 ns
ConfidenceInterval = [45.156 ns; 46.242 ns] (CI 99.9%), Margin = 0.543 ns (1.19% of Mean)
Skewness = -0.05, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[45.641 ns ; 45.755 ns) | @@@
---------------------------------------------------

ArithmeticBench.Dec_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 10.0.8 (10.0.826.23019), Arm64 RyuJIT AdvSIMD; GC = Concurrent Workstation
Mean = 3.105 ns, StdErr = 0.001 ns (0.02%), N = 3, StdDev = 0.001 ns
Min = 3.104 ns, Q1 = 3.105 ns, Median = 3.105 ns, Q3 = 3.106 ns, Max = 3.107 ns
IQR = 0.001 ns, LowerFence = 3.103 ns, UpperFence = 3.108 ns
ConfidenceInterval = [3.081 ns; 3.129 ns] (CI 99.9%), Margin = 0.024 ns (0.78% of Mean)
Skewness = -0, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[3.103 ns ; 3.108 ns) | @@@
---------------------------------------------------

ArithmeticBench.Rat_Mul: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
